nohup: ignoring input
/home/skyvision/.local/lib/python3.10/site-packages/torch/nn/modules/rnn.py:123: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.5 and num_layers=1
  warnings.warn(
/home/skyvision/.local/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/home/skyvision/.local/lib/python3.10/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=Inception_V3_Weights.IMAGENET1K_V1`. You can also use `weights=Inception_V3_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Using device: cuda:0
Visible GPU IDs for training: [0]
Using Automatic Mixed Precision (AMP)
Train dataset size: 8855 | Batches: 368
Validation dataset size: 2933 | Batches: 123
Variant settings: variant=attenx_mhsa, attention_mode=multihead, spectral_norm=on, mhsa_heads=4
Resumed from checkpoint epoch 3
Resumed best_val_loss: 4.3094
Step [1105] | D_Loss: 0.9878 | G_Loss: 4.7289 | G_GAN: 4.7065 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0112 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11299] | D_Loss: 0.3229 | G_Loss: 12.6400 | G_GAN: 12.5908 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0246 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11300] | D_Loss: 0.3129 | G_Loss: 9.0786 | G_GAN: 9.0208 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0289 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11301] | D_Loss: 0.3669 | G_Loss: 9.9733 | G_GAN: 9.9136 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0298 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11302] | D_Loss: 0.2992 | G_Loss: 8.9637 | G_GAN: 8.9031 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0303 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11303] | D_Loss: 0.2120 | G_Loss: 9.6157 | G_GAN: 9.5617 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0270 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11304] | D_Loss: 0.2154 | G_Loss: 10.7132 | G_GAN: 10.6530 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0301 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11305] | D_Loss: 0.2173 | G_Loss: 9.9704 | G_GAN: 9.9132 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0286 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11306] | D_Loss: 0.3005 | G_Loss: 8.7595 | G_GAN: 8.7034 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0281 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11307] | D_Loss: 0.2670 | G_Loss: 9.6010 | G_GAN: 9.5419 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0296 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11308] | D_Loss: 0.2887 | G_Loss: 8.6711 | G_GAN: 8.6159 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0276 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11309] | D_Loss: 0.3532 | G_Loss: 10.8503 | G_GAN: 10.7916 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0293 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11310] | D_Loss: 0.2532 | G_Loss: 8.4583 | G_GAN: 8.3996 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0293 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11311] | D_Loss: 0.2920 | G_Loss: 10.1164 | G_GAN: 10.0564 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0300 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11312] | D_Loss: 0.2987 | G_Loss: 8.3295 | G_GAN: 8.2680 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0308 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11313] | D_Loss: 0.2117 | G_Loss: 9.2849 | G_GAN: 9.2352 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0249 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11314] | D_Loss: 0.2126 | G_Loss: 10.9752 | G_GAN: 10.9205 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0273 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11315] | D_Loss: 0.2743 | G_Loss: 9.8112 | G_GAN: 9.7635 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0238 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11316] | D_Loss: 0.2335 | G_Loss: 10.8122 | G_GAN: 10.7590 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0266 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11317] | D_Loss: 0.2785 | G_Loss: 9.6749 | G_GAN: 9.6201 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0274 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11318] | D_Loss: 0.2171 | G_Loss: 10.2440 | G_GAN: 10.1904 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0268 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11319] | D_Loss: 0.2069 | G_Loss: 9.3828 | G_GAN: 9.3302 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0263 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11320] | D_Loss: 0.2809 | G_Loss: 8.7381 | G_GAN: 8.6786 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0298 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11321] | D_Loss: 0.2446 | G_Loss: 8.9886 | G_GAN: 8.9368 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0259 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11322] | D_Loss: 0.2185 | G_Loss: 10.2128 | G_GAN: 10.1530 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0299 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11323] | D_Loss: 0.1943 | G_Loss: 10.4765 | G_GAN: 10.4264 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0251 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11324] | D_Loss: 0.3107 | G_Loss: 11.0620 | G_GAN: 11.0113 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0254 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11325] | D_Loss: 0.3291 | G_Loss: 11.1808 | G_GAN: 11.1262 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0273 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11326] | D_Loss: 0.3217 | G_Loss: 10.1201 | G_GAN: 10.0620 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0291 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11327] | D_Loss: 0.2019 | G_Loss: 9.1486 | G_GAN: 9.0974 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0256 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11328] | D_Loss: 0.3126 | G_Loss: 10.0797 | G_GAN: 10.0219 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0289 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11329] | D_Loss: 0.2666 | G_Loss: 8.7163 | G_GAN: 8.6625 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0269 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11330] | D_Loss: 0.2602 | G_Loss: 8.5292 | G_GAN: 8.4760 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0266 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11331] | D_Loss: 0.3464 | G_Loss: 9.0306 | G_GAN: 8.9779 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0263 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11332] | D_Loss: 0.2709 | G_Loss: 11.2405 | G_GAN: 11.1842 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0281 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11333] | D_Loss: 0.4367 | G_Loss: 8.0922 | G_GAN: 8.0485 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0219 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11334] | D_Loss: 0.3586 | G_Loss: 9.3477 | G_GAN: 9.2979 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0249 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11335] | D_Loss: 0.3911 | G_Loss: 8.4431 | G_GAN: 8.3804 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0313 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11336] | D_Loss: 0.2175 | G_Loss: 8.7340 | G_GAN: 8.6804 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0268 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11337] | D_Loss: 0.3028 | G_Loss: 9.0847 | G_GAN: 9.0276 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0285 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11338] | D_Loss: 0.2728 | G_Loss: 9.4949 | G_GAN: 9.4405 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0272 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11339] | D_Loss: 0.2451 | G_Loss: 10.8006 | G_GAN: 10.7428 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0289 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11340] | D_Loss: 0.2463 | G_Loss: 10.1974 | G_GAN: 10.1414 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0280 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11341] | D_Loss: 0.2828 | G_Loss: 8.5816 | G_GAN: 8.5234 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0291 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11342] | D_Loss: 0.2337 | G_Loss: 9.1551 | G_GAN: 9.0915 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0318 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11343] | D_Loss: 0.3326 | G_Loss: 8.6387 | G_GAN: 8.5887 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0250 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11344] | D_Loss: 0.2170 | G_Loss: 11.0036 | G_GAN: 10.9529 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0253 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11345] | D_Loss: 0.2266 | G_Loss: 10.8466 | G_GAN: 10.7898 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0284 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11346] | D_Loss: 0.3341 | G_Loss: 8.9410 | G_GAN: 8.8890 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0260 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11347] | D_Loss: 0.4128 | G_Loss: 8.4352 | G_GAN: 8.3769 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0292 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11348] | D_Loss: 0.2855 | G_Loss: 10.3962 | G_GAN: 10.3455 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0253 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11349] | D_Loss: 0.2399 | G_Loss: 10.0206 | G_GAN: 9.9711 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0248 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11350] | D_Loss: 0.2935 | G_Loss: 8.0795 | G_GAN: 8.0300 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0247 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11351] | D_Loss: 0.3041 | G_Loss: 8.2853 | G_GAN: 8.2255 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0299 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11352] | D_Loss: 0.1895 | G_Loss: 11.4100 | G_GAN: 11.3496 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0302 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11353] | D_Loss: 0.1994 | G_Loss: 8.6325 | G_GAN: 8.5808 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0259 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11354] | D_Loss: 0.2406 | G_Loss: 11.4377 | G_GAN: 11.3793 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0292 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11355] | D_Loss: 0.3920 | G_Loss: 10.4433 | G_GAN: 10.3916 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0259 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11356] | D_Loss: 0.3519 | G_Loss: 10.5942 | G_GAN: 10.5442 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0250 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11357] | D_Loss: 0.4101 | G_Loss: 8.6304 | G_GAN: 8.5739 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0283 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11358] | D_Loss: 0.2040 | G_Loss: 8.6132 | G_GAN: 8.5580 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0276 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11359] | D_Loss: 0.2145 | G_Loss: 8.6999 | G_GAN: 8.6479 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0260 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11360] | D_Loss: 0.2864 | G_Loss: 9.7152 | G_GAN: 9.6653 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0249 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11361] | D_Loss: 0.2714 | G_Loss: 9.3256 | G_GAN: 9.2700 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0278 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11362] | D_Loss: 0.3599 | G_Loss: 10.2689 | G_GAN: 10.2151 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0269 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11363] | D_Loss: 0.3566 | G_Loss: 10.7364 | G_GAN: 10.6769 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0298 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11364] | D_Loss: 0.3268 | G_Loss: 8.1393 | G_GAN: 8.0876 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0258 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11365] | D_Loss: 0.2687 | G_Loss: 9.2690 | G_GAN: 9.2172 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0259 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11366] | D_Loss: 0.2865 | G_Loss: 8.1188 | G_GAN: 8.0676 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0256 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11367] | D_Loss: 0.1768 | G_Loss: 9.7951 | G_GAN: 9.7364 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0293 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11368] | D_Loss: 0.2109 | G_Loss: 7.9792 | G_GAN: 7.9277 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0257 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11369] | D_Loss: 0.3231 | G_Loss: 7.8291 | G_GAN: 7.7767 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0262 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11370] | D_Loss: 0.2902 | G_Loss: 8.1740 | G_GAN: 8.1207 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0266 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11371] | D_Loss: 0.2044 | G_Loss: 8.9269 | G_GAN: 8.8696 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0287 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11372] | D_Loss: 0.1901 | G_Loss: 11.1870 | G_GAN: 11.1291 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0290 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11373] | D_Loss: 0.2534 | G_Loss: 9.1547 | G_GAN: 9.1055 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0246 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11374] | D_Loss: 0.2153 | G_Loss: 9.5817 | G_GAN: 9.5263 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0277 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11375] | D_Loss: 0.3003 | G_Loss: 9.6704 | G_GAN: 9.6170 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0267 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11376] | D_Loss: 0.2142 | G_Loss: 10.7871 | G_GAN: 10.7303 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0284 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11377] | D_Loss: 0.2096 | G_Loss: 9.9456 | G_GAN: 9.8880 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0288 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11378] | D_Loss: 0.3142 | G_Loss: 8.2631 | G_GAN: 8.2095 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0268 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11379] | D_Loss: 0.4206 | G_Loss: 8.7320 | G_GAN: 8.6788 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0266 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11380] | D_Loss: 0.2235 | G_Loss: 10.8779 | G_GAN: 10.8265 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0257 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11381] | D_Loss: 0.3846 | G_Loss: 10.0386 | G_GAN: 9.9796 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0295 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11382] | D_Loss: 0.2612 | G_Loss: 7.2120 | G_GAN: 7.1609 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0256 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11383] | D_Loss: 0.3506 | G_Loss: 9.6520 | G_GAN: 9.5923 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0298 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11384] | D_Loss: 0.2572 | G_Loss: 10.9729 | G_GAN: 10.9194 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0268 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11385] | D_Loss: 0.3260 | G_Loss: 9.3842 | G_GAN: 9.3268 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0287 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11386] | D_Loss: 0.3057 | G_Loss: 10.9583 | G_GAN: 10.9019 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0282 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11387] | D_Loss: 0.1973 | G_Loss: 10.4007 | G_GAN: 10.3496 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0256 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11388] | D_Loss: 0.2703 | G_Loss: 8.9501 | G_GAN: 8.8922 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0289 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11389] | D_Loss: 0.3048 | G_Loss: 8.8227 | G_GAN: 8.7713 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0257 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11390] | D_Loss: 0.3156 | G_Loss: 9.1334 | G_GAN: 9.0793 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0271 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11391] | D_Loss: 0.1869 | G_Loss: 8.7553 | G_GAN: 8.6985 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0284 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11392] | D_Loss: 0.3543 | G_Loss: 8.9007 | G_GAN: 8.8463 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0272 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11393] | D_Loss: 0.1597 | G_Loss: 9.5801 | G_GAN: 9.5248 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0276 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11394] | D_Loss: 0.3289 | G_Loss: 10.9286 | G_GAN: 10.8730 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0278 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11395] | D_Loss: 0.2600 | G_Loss: 9.4812 | G_GAN: 9.4229 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0292 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11396] | D_Loss: 0.2589 | G_Loss: 8.8853 | G_GAN: 8.8335 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0259 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11397] | D_Loss: 0.1672 | G_Loss: 10.0298 | G_GAN: 9.9785 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0256 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11398] | D_Loss: 0.1932 | G_Loss: 8.1374 | G_GAN: 8.0778 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0298 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11399] | D_Loss: 0.2423 | G_Loss: 10.2895 | G_GAN: 10.2334 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0281 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [11400] | D_Loss: 0.3171 | G_Loss: 8.1154 | G_GAN: 8.0626 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0264 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
